tweet_id,timestamp,text,name,rating_numerator,rating_denominator,stage,jpg_url,image_number,First_prediction_confident,First_prediction_breed,Second_prediction_confident,Second_prediction_breed,Third_prediction_confident,Third_prediction_breed,First_prediction,Second_prediction,Third_prediction,retweet_count,favorite_count
892420643555336193,2017-08-01,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,Phineas,13.0,10.0,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,0.0970486,False,0.0858511,False,0.07611,False,Orange,Bagel,Banana,6863.0,32856.0
892177421306343426,2017-08-01,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",Tilly,13.0,10.0,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,0.323581,True,0.0906465,True,0.0689569,True,Chihuahua,Pekinese,Papillon,5168.0,28378.0
891815181378084864,2017-07-31,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,Archie,12.0,10.0,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,0.716012,True,0.078253,True,0.0313789,True,Chihuahua,Malamute,Kelpie,3412.0,21329.0
891689557279858688,2017-07-30,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,Darla,13.0,10.0,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,0.1702779999999999,False,0.1680859999999999,True,0.0408359,False,Paper_towel,Labrador_retriever,Spatula,7075.0,35814.0
891327558926688256,2017-07-29,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",Franklin,12.0,10.0,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,0.555712,True,0.2257699999999999,True,0.175219,True,Basset,English_springer,German_short-haired_pointer,7576.0,34249.0
891087950875897856,2017-07-29,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,,13.0,10.0,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,0.425595,True,0.116317,True,0.0769021999999999,False,Chesapeake_bay_retriever,Irish_terrier,Indian_elephant,2544.0,17234.0
890971913173991426,2017-07-28,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",Jax,13.0,10.0,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,0.341703,True,0.199287,True,0.193548,False,Appenzeller,Border_collie,Ice_lolly,1616.0,10051.0
890729181411237888,2017-07-28,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,,13.0,10.0,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,0.566142,True,0.1784059999999999,True,0.0765069,True,Pomeranian,Eskimo_dog,Pembroke,15409.0,55256.0
890609185150312448,2017-07-27,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,Zoey,13.0,10.0,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,0.4875739999999999,True,0.193054,True,0.118184,True,Irish_terrier,Irish_setter,Chesapeake_bay_retriever,3549.0,23778.0
890240255349198849,2017-07-26,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,Cassie,14.0,10.0,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,0.511319,True,0.451038,True,0.0292482,True,Pembroke,Cardigan,Chihuahua,5970.0,27103.0
890006608113172480,2017-07-26,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,Koda,13.0,10.0,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,0.957979,True,0.0138835,True,0.00816748,True,Samoyed,Pomeranian,Chow,6014.0,26237.0
889880896479866881,2017-07-25,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Bruno,13.0,10.0,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,0.377417,True,0.151317,True,0.0829811,False,French_bulldog,Labrador_retriever,Muzzle,4062.0,23792.0
889665388333682689,2017-07-25,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,13.0,10.0,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,0.966327,True,0.0273557,True,0.00463323,True,Pembroke,Cardigan,Basenji,8177.0,40831.0
889638837579907072,2017-07-25,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Ted,12.0,10.0,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,0.99165,True,0.00212864,True,0.00149818,True,French_bulldog,Boxer,Staffordshire_bullterrier,3642.0,22985.0
889531135344209921,2017-07-24,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Stuart,13.0,10.0,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,0.953442,True,0.0138341,True,0.00795775,True,Golden_retriever,Labrador_retriever,Redbone,1849.0,12954.0
889278841981685760,2017-07-24,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,0.626152,True,0.194742,True,0.0273507,True,Whippet,Borzoi,Saluki,4351.0,21402.0
888917238123831296,2017-07-23,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,12.0,10.0,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,0.714719,True,0.1201839999999999,True,0.1055059999999999,True,Golden_retriever,Tibetan_mastiff,Labrador_retriever,3679.0,24864.0
888804989199671297,2017-07-22,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,13.0,10.0,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,0.46976,True,0.184172,True,0.0734817,True,Golden_retriever,Labrador_retriever,English_setter,3452.0,21788.0
888554962724278272,2017-07-22,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,13.0,10.0,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,0.700377,True,0.166511,True,0.111411,True,Siberian_husky,Eskimo_dog,Malamute,2832.0,16821.0
888078434458587136,2017-07-20,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,12.0,10.0,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,0.995026,True,0.000931908,True,0.000903211,True,French_bulldog,Pug,Bull_mastiff,2837.0,18534.0
887705289381826560,2017-07-19,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,13.0,10.0,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,0.821664,True,0.0875815,True,0.0262364,True,Basset,Redbone,Weimaraner,4430.0,25788.0
887517139158093824,2017-07-19,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,14.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,0.130432,False,0.0291754,False,0.0263208,False,Limousine,Tow_truck,Shopping_cart,9616.0,39433.0
887473957103951883,2017-07-19,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,13.0,10.0,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,0.809197,True,0.05495,True,0.0389148,True,Pembroke,Rhodesian_ridgeback,Beagle,14717.0,58511.0
887343217045368832,2017-07-18,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,13.0,10.0,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,0.330741,True,0.275645,False,0.134203,True,Mexican_hairless,Sea_lion,Weimaraner,8584.0,28694.0
887101392804085760,2017-07-18,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,12.0,10.0,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,0.733942,True,0.0350295,True,0.0297047,True,Samoyed,Eskimo_dog,Staffordshire_bullterrier,4880.0,26118.0
886983233522544640,2017-07-17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,13.0,10.0,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,0.793469,True,0.143528,True,0.0322529,False,Chihuahua,Toy_terrier,Can_opener,6174.0,29508.0
886736880519319552,2017-07-16,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,13.0,10.0,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,0.309706,True,0.186136,True,0.0863463,True,Kuvasz,Great_pyrenees,Dandie_dinmont,2569.0,10201.0
886680336477933568,2017-07-16,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,13.0,10.0,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,0.738995,False,0.139952,False,0.0441726999999999,False,Convertible,Sports_car,Car_wheel,3661.0,19136.0
886366144734445568,2017-07-15,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,12.0,10.0,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,0.999201,True,0.000361178,True,7.55616e-05,True,French_bulldog,Chihuahua,Boston_bull,2563.0,17982.0
886258384151887873,2017-07-15,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,13.0,10.0,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,0.943575,True,0.0252856,False,0.00284892,False,Pug,Shower_cap,Siamese_cat,5158.0,23815.0
885984800019947520,2017-07-14,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,12.0,10.0,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,0.972494,True,0.00663012,True,0.00623915,True,Blenheim_spaniel,Shih-tzu,Bernese_mountain_dog,5496.0,27795.0
885528943205470208,2017-07-13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,13.0,10.0,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,0.369275,True,0.265835,True,0.134697,True,Pug,Labrador_retriever,Kuvasz,5218.0,30656.0
885167619883638784,2017-07-12,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,13.0,10.0,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,0.8124819999999999,True,0.0717125,True,0.0557697,True,Malamute,Siberian_husky,Eskimo_dog,3598.0,18660.0
884925521741709313,2017-07-12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,12.0,10.0,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,0.259916,True,0.198451,True,0.127725,True,Italian_greyhound,American_staffordshire_terrier,Staffordshire_bullterrier,14672.0,65423.0
884876753390489601,2017-07-11,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,13.0,10.0,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,0.822103,True,0.106075,True,0.0373485,True,Chow,Norwich_terrier,Norfolk_terrier,4566.0,23645.0
884562892145688576,2017-07-11,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,13.0,10.0,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,0.5464060000000001,True,0.404291,True,0.0440019,True,Pug,French_bulldog,Brabancon_griffon,3810.0,20664.0
884441805382717440,2017-07-10,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,14.0,10.0,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,0.993225,True,0.00321648,True,0.00208089,True,Pembroke,Cardigan,Chihuahua,4705.0,23097.0
